frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
599,487,[1538.6470947265625 990.7198486328125 2000.6339111328125 1358.5462646484375],car,[1698.0615234375 1233.9927978515625 1844.686279296875 1279.4962158203125],0.7837631702423096,EFODZT,0.39318765282712137
599,22,[478.2867126464844 1065.115234375 1024.6756591796875 1436.130126953125],car,[668.0519409179688 1378.95751953125 816.7627563476562 1422.27099609375],0.5917937755584717,AK64DHV,0.7939360459698667
600,487,[1538.7314453125 994.5133666992188 2001.78369140625 1363.911865234375],car,[1706.31884765625 1241.4072265625 1842.74072265625 1284.22216796875],0.7732658982276917,EFLDZI,0.17087981816829903
600,22,[475.48291015625 1069.0484619140625 1023.154296875 1435.761962890625],car,[671.0574951171875 1383.8076171875 815.233642578125 1429.394775390625],0.6131476759910583,AK64DHV,0.6361581436465842
601,487,[1538.044189453125 996.6900024414062 2001.804931640625 1366.73291015625],car,[1707.869384765625 1245.0355224609375 1841.004150390625 1288.1312255859375],0.7858313918113708,EFIDDZT,0.5633319324118721
601,22,[474.618408203125 1070.4061279296875 1023.0961303710938 1434.9898681640625],car,[673.138671875 1387.68505859375 813.120849609375 1434.021484375],0.5461212992668152,AK64DHV,0.816217499424694
602,487,[1538.4967041015625 999.7052001953125 2002.8255615234375 1371.30224609375],car,[1705.929931640625 1247.51171875 1847.777099609375 1291.62060546875],0.8635517954826355,EF10DZI,0.26084619465143877
603,487,[1538.5511474609375 1003.2721557617188 2005.3359375 1377.252685546875],car,[1707.68310546875 1252.47119140625 1846.42626953125 1295.705078125],0.888531506061554,EFIDDZI,0.46239345415206784
604,487,[1538.9908447265625 1006.0833740234375 2005.953369140625 1380.379638671875],car,[1707.1396484375 1256.373291015625 1847.435546875 1298.250244140625],0.8838282823562622,EFLD)ZI,0.06269676755760314
605,487,[1540.000244140625 1010.4610595703125 2007.9593505859375 1384.61328125],car,[1704.4814453125 1258.717041015625 1853.795654296875 1304.095703125],0.8616759777069092,EFLDIZI,0.08296221385798211
606,487,[1540.2957763671875 1015.7449951171875 2009.9173583984375 1390.479248046875],car,[1701.8616943359375 1262.849365234375 1851.0384521484375 1310.101806640625],0.7711188793182373,EF10DZI,0.10084802852278234
607,487,[1540.4954833984375 1017.4557495117188 2011.4444580078125 1394.1019287109375],car,[1702.7811279296875 1264.760498046875 1853.7630615234375 1312.802001953125],0.6535649299621582,EFLOWZI,0.19578227029695927
608,487,[1540.8868408203125 1021.7919921875 2013.937744140625 1399.355224609375],car,[1706.89453125 1272.90283203125 1852.790771484375 1318.03271484375],0.49726569652557373,EF10UZT,0.17050139051568122
609,487,[1541.177001953125 1026.1829833984375 2017.025634765625 1404.792236328125],car,[1711.1558837890625 1280.3369140625 1854.7628173828125 1322.0986328125],0.7268850207328796,EF10WZI,0.17450697868575363
610,487,[1541.133056640625 1028.326904296875 2019.23779296875 1408.2337646484375],car,[1711.5628662109375 1284.1513671875 1853.0301513671875 1326.15234375],0.7567435503005981,EFIDZI,0.15589280524867577
611,487,[1541.45068359375 1032.7738037109375 2020.4354248046875 1412.7476806640625],car,[1710.2574462890625 1287.9288330078125 1852.4163818359375 1330.6622314453125],0.8740993142127991,EFIDDZT,0.25938833453502447
612,487,[1541.462646484375 1037.181884765625 2022.3687744140625 1418.29443359375],car,[1706.4599609375 1291.9195556640625 1856.71484375 1340.0321044921875],0.8146728277206421,EFLO@ZT,0.11570368909275176
613,487,[1541.4207763671875 1040.6317138671875 2022.6885986328125 1420.7760009765625],car,[1709.348876953125 1293.986328125 1860.047119140625 1341.285888671875],0.855053186416626,ERLDZT,0.3468456149577778
614,487,[1541.9107666015625 1044.336181640625 2024.4134521484375 1425.162109375],car,[1712.505615234375 1302.756103515625 1856.077880859375 1346.930908203125],0.7306858897209167,EF10DZT,0.3252028182513894
615,487,[1541.44482421875 1048.6463623046875 2027.4912109375 1429.5750732421875],car,[1714.705810546875 1308.95458984375 1859.110595703125 1352.548828125],0.6980087757110596,EFLODZT,0.2989916644813045
616,487,[1541.2239990234375 1050.924560546875 2028.206298828125 1431.2493896484375],car,[1712.44970703125 1311.7821044921875 1860.5537109375 1354.4051513671875],0.7243453860282898,EF10WZT,0.1018956560088744
617,487,[1541.2291259765625 1056.06103515625 2029.691650390625 1434.2772216796875],car,[1717.5045166015625 1316.101806640625 1861.1683349609375 1359.808349609375],0.8407338857650757,EF10DZT,0.36752645544728957
618,487,[1541.3668212890625 1060.973388671875 2032.39892578125 1435.5657958984375],car,[1716.60693359375 1321.9970703125 1864.78515625 1369.0048828125],0.8763605952262878,EF10DZT,0.41774903687603065
619,487,[1541.5765380859375 1063.5767822265625 2032.6717529296875 1435.0714111328125],car,[1717.393310546875 1322.254150390625 1870.883544921875 1370.197021484375],0.865795910358429,EF10MZT,0.0865563602016564
620,487,[1542.571533203125 1067.2567138671875 2034.3905029296875 1435.4263916015625],car,[1715.3623046875 1325.86572265625 1869.796875 1375.2119140625],0.7555084824562073,EF10DZT,0.19569850369366718
621,487,[1543.201171875 1071.736572265625 2036.2099609375 1435.2998046875],car,[1718.7100830078125 1334.4130859375 1870.8565673828125 1379.10546875],0.5067752003669739,EFIDDZT,0.2890761673831099
623,487,[1543.7890625 1079.991455078125 2041.2235107421875 1435.9599609375],car,[1722.30859375 1345.0228271484375 1870.166015625 1387.1217041015625],0.3818376362323761,EF10DZT,0.3451218259764702
624,487,[1544.384033203125 1084.1290283203125 2043.9561767578125 1436.8314208984375],car,[1727.284912109375 1352.6912841796875 1869.573486328125 1392.5152587890625],0.5061352849006653,EFIDDZT,0.18327824303495527
625,487,[1543.9188232421875 1086.785888671875 2044.977783203125 1435.9185791015625],car,[1726.8817138671875 1354.168701171875 1870.1043701171875 1397.021240234375],0.4816783666610718,EF10DZT,0.19007556840117157
626,487,[1544.5841064453125 1092.17236328125 2045.9071044921875 1437.3465576171875],car,[1721.803466796875 1357.57763671875 1875.175048828125 1404.24658203125],0.7480130195617676,EFIDDZT,0.1777140611981238
627,487,[1545.48046875 1096.3111572265625 2046.218017578125 1437.229736328125],car,[1725.31689453125 1367.2423095703125 1872.29345703125 1409.6790771484375],0.6271146535873413,EFIDDZT,0.22238882383562525
628,487,[1546.0377197265625 1098.5523681640625 2047.0938720703125 1435.5859375],car,[1727.43359375 1370.9432373046875 1872.9345703125 1414.8114013671875],0.5078313946723938,EFID@ZT,0.17107747594112763
629,487,[1546.04296875 1102.9493408203125 2048.572998046875 1436.5648193359375],car,[1727.947998046875 1376.9443359375 1876.860595703125 1419.72802734375],0.4092161953449249,EFLDZT,0.7096714234800815
630,487,[1545.956298828125 1108.4547119140625 2051.25537109375 1436.3182373046875],car,[1725.700927734375 1382.614501953125 1873.99658203125 1423.747802734375],0.7130423784255981,EF10DZT,0.24371928267035842
631,487,[1545.745849609375 1112.333740234375 2051.5625 1435.571044921875],car,[1726.7349853515625 1386.1669921875 1875.3072509765625 1427.763427734375],0.835963249206543,EF10DZT,0.31170508455515156
632,487,[1546.1619873046875 1116.817626953125 2056.708740234375 1436.2542724609375],car,[1725.121337890625 1390.599365234375 1879.526611328125 1431.874755859375],0.6421826481819153,EF10DZT,0.3007378431099016
650,19,[2229.188232421875 905.224853515625 2559.243408203125 1285.9356689453125],car,[2400.4609375 1137.717041015625 2552.779296875 1186.889892578125],0.46904221177101135,None,0.0
658,19,[2254.5908203125 931.6720581054688 2558.94775390625 1329.1744384765625],car,[2436.288818359375 1183.444091796875 2558.180419921875 1229.416259765625],0.33106520771980286,None,0.0
659,19,[2257.563720703125 935.0111083984375 2559.817626953125 1336.009521484375],car,[2431.56884765625 1184.862548828125 2557.640625 1237.60693359375],0.29808858036994934,None,0.0
750,310,[1517.6558837890625 829.2203369140625 1898.0135498046875 1145.527099609375],car,[1650.9083251953125 1032.86279296875 1789.6287841796875 1076.3837890625],0.529792070388794,GJOBEPD,0.33479952884036807
751,310,[1517.8846435546875 829.9215698242188 1898.5098876953125 1147.533935546875],car,[1649.69921875 1033.6279296875 1767.51708984375 1080.1865234375],0.5597454309463501,GU06EPD,0.17348462213587673
753,310,[1519.1846923828125 834.4700317382812 1900.61376953125 1153.7081298828125],car,[1648.017822265625 1035.986572265625 1811.057861328125 1088.093505859375],0.3986205756664276,GD6ERD,0.33377032476762647
754,310,[1519.4173583984375 837.1571655273438 1900.8310546875 1155.1318359375],car,[1649.477783203125 1039.8275146484375 1799.450927734375 1088.6458740234375],0.39078766107559204,GD6EPD,0.2993304310382612
755,310,[1519.91259765625 839.107177734375 1901.5863037109375 1158.96728515625],car,[1650.022216796875 1046.734130859375 1768.442626953125 1090.995361328125],0.4015602171421051,DJ06EPD,0.07398700461657491
759,310,[1519.5594482421875 849.9492797851562 1904.794189453125 1172.18359375],car,[1661.1356201171875 1058.194091796875 1783.1312255859375 1103.41015625],0.2613767981529236,DJ05EED,0.1877698032835297
760,310,[1519.7886962890625 850.3880004882812 1907.027587890625 1174.8021240234375],car,[1653.235595703125 1058.9805908203125 1826.8408203125 1106.8172607421875],0.4388786852359772,DJOBEPD,0.10812883080050684
761,310,[1520.4815673828125 851.9177856445312 1908.488525390625 1178.2659912109375],car,[1658.15087890625 1062.486328125 1791.47412109375 1111.80078125],0.5027387738227844,DJOBEPD,0.2110534410923211
763,310,[1520.9608154296875 857.1296997070312 1911.0341796875 1183.319580078125],car,[1660.86962890625 1068.1502685546875 1778.72705078125 1112.4132080078125],0.29750916361808777,DJ06EFD,0.23332514361747175
764,228,[661.9077758789062 794.974853515625 1058.7237548828125 1113.837158203125],car,[814.0162963867188 1000.63818359375 919.6951293945312 1040.62353515625],0.4025786519050598,LNSZZC,0.3143828791809064
766,310,[1521.4405517578125 864.1856689453125 1914.037841796875 1191.6490478515625],car,[1656.855712890625 1078.8294677734375 1779.027099609375 1120.0164794921875],0.3374669551849365,@OBEPD,0.13882996922208854
769,228,[653.6636962890625 809.1371459960938 1064.2171630859375 1126.89990234375],car,[807.6659545898438 1016.53564453125 913.1239624023438 1055.669921875],0.3609497845172882,LMSZZC,0.7000083159933183
770,228,[651.342529296875 809.66064453125 1063.8951416015625 1130.0179443359375],car,[789.5164184570312 1020.232177734375 909.3539428710938 1060.98193359375],0.3758465349674225,LMSZZC,0.4105561968823955
771,310,[1522.1993408203125 878.0933837890625 1920.3521728515625 1211.7298583984375],car,[1662.2381591796875 1090.459228515625 1851.0548095703125 1142.96484375],0.3753613829612732,DJ05EPD,0.23126065232206994
772,310,[1522.3258056640625 879.7957763671875 1921.337646484375 1213.6517333984375],car,[1670.649658203125 1096.10107421875 1790.213134765625 1141.87451171875],0.474943608045578,DJ05EPD,0.12676957391236948
775,228,[642.9736938476562 818.8479614257812 1050.9661865234375 1145.148193359375],car,[789.48388671875 1031.0069580078125 908.944580078125 1071.6141357421875],0.7170832753181458,LN15ZZC,0.9492157728296491
775,310,[1522.6588134765625 886.7805786132812 1923.7349853515625 1223.46875],car,[1665.189208984375 1102.869384765625 1828.413330078125 1154.375],0.3500627279281616,DJOBEPD,0.31081245443671845
776,228,[638.939697265625 822.3038330078125 1051.6824951171875 1150.8492431640625],car,[792.1611328125 1035.9908447265625 899.6005859375 1071.1514892578125],0.6196690201759338,LM15ZZC,0.984749676412112
776,310,[1522.492919921875 889.1880493164062 1925.7703857421875 1228.488525390625],car,[1664.2315673828125 1111.1846923828125 1793.5421142578125 1160.3746337890625],0.2785946726799011,6JOBEPD,0.12837975773125232
779,228,[631.0887451171875 827.7490844726562 1057.4619140625 1163.1221923828125],car,[784.279052734375 1046.9482421875 897.5931396484375 1088.89306640625],0.7606587409973145,LM15ZZC,0.37184130512370805
779,310,[1522.55029296875 897.3787231445312 1932.2984619140625 1240.8931884765625],car,[1669.23828125 1120.4713134765625 1801.814453125 1167.5994873046875],0.4812859892845154,DJOBEPD,0.3822284212105107
780,228,[629.0426635742188 829.489990234375 1057.1502685546875 1167.4862060546875],car,[779.2379150390625 1052.12939453125 894.1363525390625 1093.60107421875],0.8526918292045593,LNSZZC,0.40421176040720336
780,310,[1523.1060791015625 901.5348510742188 1931.2095947265625 1246.0302734375],car,[1668.291259765625 1124.09423828125 1794.41845703125 1172.00390625],0.6520352959632874,GJ06EFD,0.08154309340465575
781,228,[628.6698608398438 830.6586303710938 1057.057373046875 1169.9246826171875],car,[777.657958984375 1052.398193359375 890.77099609375 1094.247314453125],0.7693329453468323,LH15ZZC,0.3910295022528637
781,310,[1523.230224609375 902.6554565429688 1931.89892578125 1247.841796875],car,[1664.548095703125 1125.833984375 1799.088134765625 1177.42919921875],0.6931574940681458,GJ06EFD,0.16496062837290681
782,228,[626.9971313476562 833.05517578125 1057.9150390625 1173.990966796875],car,[765.1187744140625 1058.071044921875 885.6439208984375 1099.460693359375],0.5690374374389648,LN15ZZC,0.6187472106486446
782,310,[1523.4639892578125 906.974609375 1933.7613525390625 1252.2559814453125],car,[1669.986083984375 1130.4942626953125 1793.823974609375 1180.0447998046875],0.5103611350059509,GJ06EFD,0.3580367220402418
783,228,[626.270263671875 836.1998291015625 1057.47509765625 1177.6934814453125],car,[773.042236328125 1059.5328369140625 887.72265625 1104.6197509765625],0.6877598166465759,LNSZZC,0.7677048879845614
783,310,[1523.23095703125 910.6135864257812 1934.282470703125 1256.4189453125],car,[1670.94775390625 1131.841796875 1811.23291015625 1184.6552734375],0.30029296875,GJ06EFD,0.06025748872880039
784,310,[1523.609375 912.915771484375 1934.55615234375 1259.0205078125],car,[1664.7388916015625 1133.13232421875 1836.4417724609375 1185.12841796875],0.4271867871284485,GJ06FFD,0.058802300571402843
785,228,[621.8755493164062 841.8681030273438 1056.73388671875 1183.759765625],car,[775.9923095703125 1065.8414306640625 889.7652587890625 1107.0968017578125],0.27667444944381714,LSZZC,0.15291652722081586
786,228,[620.9122924804688 846.9783935546875 1055.603515625 1186.677978515625],car,[772.77001953125 1068.6630859375 893.185791015625 1107.13232421875],0.45731550455093384,LISZZC,0.41123294990325393
787,228,[617.4296875 847.7149658203125 1052.2645263671875 1187.3345947265625],car,[771.7003173828125 1071.8199462890625 882.47021484375 1110.2974853515625],0.4606730341911316,LISZZC,0.43982877055295627
788,228,[614.4570922851562 849.6864624023438 1048.6678466796875 1189.167236328125],car,[772.6429443359375 1077.157470703125 883.9241943359375 1118.007080078125],0.5050715804100037,LNSZZC,0.26346242149713694
789,228,[611.643310546875 852.8541870117188 1047.9959716796875 1191.414794921875],car,[768.0342407226562 1082.0565185546875 878.8296508789062 1120.0819091796875],0.7041395306587219,LH15ZZC,0.579526121964789
789,310,[1522.6806640625 930.0989379882812 1943.3076171875 1279.2821044921875],car,[1670.549072265625 1155.901123046875 1797.088134765625 1203.99169921875],0.29586219787597656,GJDGEPD,0.22456548609933766
790,228,[609.990966796875 853.8717041015625 1046.6563720703125 1193.8990478515625],car,[758.8649291992188 1085.21728515625 879.3252563476562 1125.07861328125],0.761805534362793,LN15ZZC,0.19208181905727648
790,310,[1523.092529296875 932.2547607421875 1944.7513427734375 1281.7606201171875],car,[1678.3887939453125 1158.83154296875 1802.4647216796875 1205.09814453125],0.47059810161590576,DJGEFD,0.0968793144794592
791,228,[608.1718139648438 856.9378051757812 1042.79833984375 1198.7042236328125],car,[755.2111206054688 1087.472900390625 880.1956176757812 1130.539794921875],0.43154311180114746,LN15ZZC,0.6010424981659117
791,310,[1522.85693359375 936.4046020507812 1944.8341064453125 1286.6871337890625],car,[1679.2646484375 1164.3212890625 1802.8154296875 1211.32861328125],0.30819985270500183,GJ06EPD,0.29117691846589844
792,310,[1522.8577880859375 939.541748046875 1945.226806640625 1292.687744140625],car,[1674.557373046875 1166.7652587890625 1801.7392578125 1216.0120849609375],0.45653942227363586,DJOBED,0.3089649662137784
